Date,XBTUSD,SPX Index,MXEU Index,NKY Index,SHCOMP Index,SENSEX Index,MCX Index,CO1 Comdty,XAU Index
06/05/2019,5693.95,2932.47,146.31891,#N/A,429.65793,556.53366,#N/A,71.24,68.77
05/05/2019,5767.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03/05/2019,5689.05,2945.64,147.50943,#N/A,#N/A,563.51543,25906.387,70.85,68.79
02/05/2019,5405.46,2917.52,146.70499,#N/A,#N/A,561.59982,25639.90598,70.75,68.25
01/05/2019,5307.8,2923.73,148.27861,#N/A,#N/A,#N/A,25918.35329,72.18,69.59
30/04/2019,5237.87,2945.83,148.10388,#N/A,457.0795,560.85454,25855.5172,72.8,71.16
29/04/2019,5129.68,2943.03,147.54571,#N/A,454.80182,#N/A,25751.15496,72.04,70.9
28/04/2019,5129.43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26/04/2019,5097.52,2939.88,147.20559,199.48674,458.62356,559.69184,25680.88997,72.15,72.65
25/04/2019,5495.18,2926.17,146.5745,199.92454,463.26259,551.2505,25637.62871,74.35,70.63
24/04/2019,5435.81,2927.25,147.16512,198.35597,476.29599,557.88415,25835.82037,74.57,71.71
23/04/2019,5580.07,2933.68,148.10711,199.12103,475.56372,552.8381,25774.91349,74.51,71.08
22/04/2019,5365.89,2907.97,148.0982,198.48044,478.99911,554.72081,#N/A,74.04,71.62
21/04/2019,5239.36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19/04/2019,5269.97,#N/A,148.15692,198.36097,487.85827,#N/A,#N/A,#N/A,#N/A
18/04/2019,5308.57,2905.03,147.95929,197.25083,484.44665,563.76977,25749.02073,71.97,72.89
17/04/2019,5221.26,2900.45,148.49755,198.91045,487.89181,#N/A,25889.04408,71.62,73.92
16/04/2019,5185.02,2907.06,148.12236,198.40768,484.729,564.88548,26003.99558,71.72,74.55
15/04/2019,5021.53,2905.58,148.00931,197.99152,473.68143,560.69579,25963.13357,71.18,75.93
14/04/2019,5089.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/04/2019,5042.54,2907.41,147.73759,195.22057,475.61603,560.06862,25798.68605,71.55,75.78
11/04/2019,5054.03,2888.32,146.96587,194.59873,474.73911,559.31923,25638.99591,70.83,75.98
10/04/2019,5302.92,2888.21,147.10557,195.61261,482.7102,558.09179,25550.47069,71.73,76.97
09/04/2019,5220.08,2878.2,146.63938,196.18996,482.68184,562.08411,25331.90616,70.61,77.97
08/04/2019,5252.89,2895.77,147.30363,195.24179,483.11025,556.10202,25487.52454,71.1,77.81
07/04/2019,5142.94,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05/04/2019,4999.01,2892.74,146.83149,195.18035,#N/A,561.7634,25429.09745,70.34,76.84
04/04/2019,4847.05,2879.39,146.74766,194.75527,483.31487,561.00993,25519.48911,69.4,77.09
03/04/2019,5296,2873.4,147.45618,194.78972,479.22863,567.86836,25765.05048,69.31,75.42
02/04/2019,4802.47,2867.24,145.45037,193.13256,472.50948,566.69956,25276.88638,69.37,75.28
01/04/2019,4126.69,2867.19,145.05976,193.04461,472.37741,561.64295,25239.32924,69.01,75.09
31/03/2019,4092.97,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29/03/2019,4072.16,2834.4,143.52534,191.44001,460.47556,557.86308,24839.35476,68.39,76.36
28/03/2019,4010.76,2815.44,142.88729,190.23026,444.4195,557.32109,24717.30885,67.82,76.5
27/03/2019,4008.98,2805.37,143.34974,193.49018,449.33463,552.01682,24975.63491,67.83,78.51
26/03/2019,3912.6,2818.46,143.68709,193.9923,446.28185,554.22948,24984.60853,67.97,79.67
25/03/2019,3887.56,2798.36,143.03783,191.03096,453.54741,548.58729,24783.45995,67.21,79.27
24/03/2019,3958.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22/03/2019,3977.74,2800.71,143.43812,196.54071,462.05758,551.36829,25079.86705,67.03,77.38
21/03/2019,3973.24,2854.88,145.93691,#N/A,463.02121,#N/A,25269.87424,67.86,77.29
20/03/2019,4009.47,2824.23,146.00811,193.78459,461.66853,557.99723,25560.49233,68.5,76.82
19/03/2019,3991.47,2832.57,147.30725,193.65044,460.52161,555.67422,25942.6067,67.61,75.4
18/03/2019,3971.19,2832.94,146.14774,193.70457,461.24994,554.87685,25788.69878,67.54,75.12
17/03/2019,3975.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15/03/2019,3897.41,2822.48,145.59954,192.40156,450.10069,551.41354,25893.83336,67.16,76.05
14/03/2019,3851.57,2808.48,144.35354,190.50492,444.85044,544.40296,25565.48095,67.23,75.33
13/03/2019,3852.32,2810.92,143.29559,191.40735,451.30548,542.67978,25323.47283,67.55,77.42
12/03/2019,3865.41,2791.52,142.24666,193.1874,456.1767,539.23418,25024.98451,66.67,77.07
11/03/2019,3847.91,2783.3,141.74768,189.92259,450.01665,530.95612,25097.82737,66.58,75.53
10/03/2019,3896.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08/03/2019,3868.84,2743.07,140.61746,189.35122,441.8384,523.92996,24781.01867,65.74,76.02
07/03/2019,3871.42,2748.93,141.7264,192.22371,462.61568,523.72859,25186.43728,66.3,73.63
06/03/2019,3845.71,2771.45,143.36576,193.36386,462.20651,522.6598,25486.53162,65.99,73.15
05/03/2019,3833.97,2789.65,143.28234,194.1233,455.35483,516.19498,25571.61773,65.86,74.91
04/03/2019,3699.76,2792.81,143.51117,195.32796,451.39852,#N/A,25588.14703,65.67,74.61
03/03/2019,3788.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01/03/2019,3828.22,2803.69,143.58211,192.93284,446.43997,508.1915,25617.23783,65.07,74.04
28/02/2019,3802.53,2784.49,143.26159,192.08803,439.36149,506.36624,25445.97891,66.03,75.85
27/02/2019,3749.38,2792.38,143.05169,194.29031,441.71312,504.78248,25478.31825,66.39,76.26
26/02/2019,3790.19,2793.9,143.58533,193.72643,439.01913,506.7719,25537.50514,65.21,77.7
25/02/2019,3805.67,2796.11,142.68408,193.6166,442.6829,511.16353,25180.82393,64.76,77.87
24/02/2019,3787.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22/02/2019,3941.75,2792.67,142.30323,193.75574,417.65601,505.16096,25181.50021,67.12,78.61
21/02/2019,3897.72,2774.88,141.78685,193.72049,409.35409,504.05226,25079.12046,67.07,78.3
20/02/2019,3912.98,2784.7,142.66444,193.65221,410.85289,503.80088,25129.69666,67.08,79.42
19/02/2019,3887.89,2779.76,141.48584,192.74928,407.73041,496.25011,24905.87723,66.45,78.82
18/02/2019,3852.25,#N/A,141.29045,192.49141,407.04583,497.2014,24723.92213,66.5,#N/A
17/02/2019,3585.56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15/02/2019,3564.79,2775.6,140.54872,189.04332,396.03505,501.70158,24434.66629,66.25,75.64
14/02/2019,3570.02,2745.73,138.88859,191.1539,401.60364,505.06199,24199.1451,64.57,74.5
13/02/2019,3571.42,2753.03,139.0995,190.67977,402.50699,508.49311,24389.30301,63.61,74.04
12/02/2019,3576.31,2744.73,138.82078,188.78221,394.44536,512.25419,24263.25894,62.42,74.28
11/02/2019,3591.59,2709.8,137.58555,#N/A,390.71551,511.34211,24200.72048,61.51,74.81
10/02/2019,3605.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08/02/2019,3594.91,2707.88,137.1424,185.31872,#N/A,513.22478,24118.17384,62.1,75.75
07/02/2019,3358.91,2706.05,138.13299,189.00884,#N/A,518.3832,24371.36066,61.63,74.76
06/02/2019,3366.32,2731.61,140.52636,190.19645,#N/A,516.72054,24703.88063,62.69,75.36
05/02/2019,3422.6,2737.7,140.72191,189.63291,#N/A,511.8011,24592.24749,61.98,76.31
04/02/2019,3417.03,2724.87,138.97615,190.00792,#N/A,510.4509,24586.38776,62.51,75.82
03/02/2019,3395.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01/02/2019,3448.51,2706.53,139.35294,189.74434,388.17951,510.49034,24614.67765,62.75,75.91
31/01/2019,3417.04,2704.1,138.69591,190.89772,385.73414,510.92026,24553.55835,61.89,76.3
30/01/2019,3432.64,2681.05,138.17972,187.67954,383.46996,499.59293,24593.09441,61.65,74.53
29/01/2019,3401.14,2640,137.7322,188.92521,385.31004,498.44204,24569.61876,61.32,73.52
27/01/2019,3541.27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
25/01/2019,3558.51,2664.76,137.69494,189.24624,385.51469,508.22157,24564.78101,61.64,71.17
24/01/2019,3570.93,2642.33,135.58619,187.5878,381.7715,509.32386,24247.58597,61.09,68.57
23/01/2019,3544.51,2638.7,136.38184,188.13923,380.01207,506.93353,24280.36488,61.14,68.86
22/01/2019,3574.52,2632.9,136.2021,188.62993,378.92801,511.7084,24218.81328,61.5,68.74
21/01/2019,3521.04,#N/A,136.77455,188.97601,384.00018,513.76748,24196.54557,62.74,#N/A
20/01/2019,3538.45,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15/01/2019,3568.48,2610.3,134.19447,189.24038,380.17231,510.62678,23462.94019,60.64,69.37
14/01/2019,3663.59,2582.61,134.75318,#N/A,374.66423,506.72471,23740.26062,58.99,71.15
13/01/2019,3516.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09/01/2019,4003.99,2584.96,135.50629,188.58069,373.18055,513.05791,23525.3559,61.44,72.78
08/01/2019,4000.42,2574.41,133.8771,186.05802,368.65435,512.96903,23126.8752,58.72,71.47
07/01/2019,4005.34,2549.69,132.94601,184.50391,369.74004,513.87764,22962.73401,57.33,71.2
06/01/2019,4031.29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04/01/2019,3833.53,2531.94,132.54023,180.37769,366.09186,513.22933,22647.03689,57.06,71.87
03/01/2019,3794.92,2447.89,128.8152,#N/A,358.60928,506.41631,22048.01391,55.95,72.17
02/01/2019,3884.98,2510.03,129.27012,#N/A,359.26189,512.61517,22136.37929,54.91,70.94
01/01/2019,3720.6,#N/A,130.89776,#N/A,#N/A,518.99749,#N/A,#N/A,#N/A
31/12/2018,3674.18,2506.85,130.78356,#N/A,#N/A,517.55388,22308.11293,53.8,70.66
30/12/2018,3821.31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28/12/2018,3892.14,2485.74,130.11094,181.27679,362.57974,516.08211,22178.867,52.2,69.68
27/12/2018,3585.43,2488.83,127.49859,181.50081,361.63378,510.52975,21598.93599,52.16,70.78
21/12/2018,3848.6,2416.62,129.67493,181.1226,364.3307,509.78171,22046.18242,53.82,68.67
20/12/2018,3993.58,2467.42,130.49796,183.436,368.36519,520.84455,22117.48584,54.35,69.79
19/12/2018,3668.85,2506.96,131.98857,187.05811,369.97373,518.99897,22276.7343,57.24,66.61
18/12/2018,3535.18,2546.16,130.8605,187.54285,373.69277,515.61408,22101.48403,56.26,70.61
17/12/2018,3493.65,2545.94,131.89158,190.66383,376.67082,506.53339,21971.49504,59.61,69.19
16/12/2018,3203.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14/12/2018,3156.89,2599.95,132.82382,188.60699,375.49091,500.21462,22202.0058,60.28,67.59
13/12/2018,3254.81,2650.54,134.32594,191.99322,382.76138,502.22797,22504.84128,61.45,68.75
12/12/2018,3440.18,2651.07,134.75442,190.85387,378.21991,498.43722,22756.04705,60.15,68.64
11/12/2018,3373.78,2636.78,131.85447,186.6386,375.98203,485.8564,22094.82022,60.2,67.09
10/12/2018,3400.92,2637.72,130.34157,187.58398,373.89975,481.68149,21975.58905,59.97,67.4
09/12/2018,3526.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07/12/2018,3388.91,2633.08,133.23786,192.30622,379.07134,500.4763,22717.33644,61.67,67.94
06/12/2018,3596.41,2695.95,132.27299,191.05758,378.50599,500.2781,22715.36015,60.06,66.35
05/12/2018,3723.53,#N/A,136.04814,193.71922,386.44922,507.98995,23293.82539,61.56,#N/A
04/12/2018,3898.03,2700.06,137.61725,195.40702,389.93096,511.80872,23307.97022,62.08,66.16
03/12/2018,3870.97,2790.37,138.78475,198.66901,385.6812,514.06038,23652.20129,61.69,65.84
02/12/2018,4148.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30/11/2018,3930.38,2760.17,136.89837,196.68303,371.91418,518.99282,23570.45058,58.71,64.46
29/11/2018,4183.59,2737.76,137.82416,196.19811,369.79403,518.35444,23780.47944,59.51,64.8
28/11/2018,4221.02,2743.79,137.2523,195.04855,374.1407,506.83908,23868.17427,58.76,65.53
27/11/2018,3767.37,2682.17,136.5318,192.93725,370.36682,500.92588,23764.64342,60.21,63.55
26/11/2018,3663.84,2673.45,137.52053,192.14235,371.1114,499.79968,23996.03993,60.48,64.73
25/11/2018,4048.03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
23/11/2018,4260.57,2632.56,135.75181,#N/A,371.22875,#N/A,23738.93251,58.8,65.27
22/11/2018,4427.83,#N/A,136.17308,191.61326,381.62637,492.72443,23853.669,62.6,#N/A
21/11/2018,4450.42,2649.93,137.02174,190.31537,382.77273,495.14418,23760.84579,63.48,67.2
20/11/2018,4337.68,2641.89,135.20763,191.50949,380.9341,496.54006,23501.59426,62.53,65.17
19/11/2018,4785.55,2690.73,137.74693,194.06937,389.44281,501.1449,23844.40975,66.79,65.7
18/11/2018,5543.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16/11/2018,5451.72,2736.27,138.23401,192.11644,386.15019,493.82681,23831.21338,66.76,66.08
15/11/2018,5469.65,2730.2,137.30356,192.33963,384.5124,490.70227,23788.71909,66.62,64.99
14/11/2018,5551.06,2701.58,138.39221,192.25979,378.71261,486.86603,24490.52231,66.12,63.53
13/11/2018,6280.74,2722.18,139.01841,191.4043,381.66199,485.38426,24654.86898,65.47,61.84
12/11/2018,6309.96,2726.22,137.66568,195.71034,377.74746,477.51169,24172.8803,70.12,62.65
11/11/2018,6314.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09/11/2018,6326.2,2781.01,140.04188,195.53783,373.56754,484.04419,24792.73714,70.18,64.16
08/11/2018,6419.5,2806.83,141.26898,197.32292,380.08624,#N/A,25209.44343,70.65,65.39
07/11/2018,6501.65,2813.89,141.88764,194.88044,381.69682,487.213,25182.42374,72.07,65.59
06/11/2018,6420.95,2755.45,139.80328,195.16875,384.32777,479.1476,24916.71166,72.13,66.31
05/11/2018,6400.96,2738.31,140.05025,193.50526,384.85532,478.97657,24815.23131,73.17,67.14
04/11/2018,6413.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02/11/2018,6351.1,2723.06,140.04858,196.49876,388.40732,479.80883,25046.14608,72.83,67.19
01/11/2018,6335.36,2740.37,140.03682,192.48824,376.42258,470.79952,24929.26058,72.89,67.19
31/10/2018,6302.4,2711.74,138.22783,193.90057,373.11606,465.05604,24127.60907,75.47,64.28
30/10/2018,6265.27,2682.63,136.40136,190.08939,368.58582,460.13346,23728.5516,75.91,65.44
29/10/2018,6243.46,2641.25,136.83684,188.06509,365.145,463.28143,23772.95633,77.34,64.7
28/10/2018,6395.61,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
26/10/2018,6401.99,2658.69,135.77525,189.23269,374.28487,455.94047,23548.60599,77.62,65.17
25/10/2018,6400.44,2705.57,136.49903,188.88748,374.70679,459.96437,23762.98092,76.89,64.72
24/10/2018,6425.61,2656.1,136.05327,196.26137,374.89847,464.56402,23714.90883,76.17,68.04
23/10/2018,6390.78,2740.69,137.48776,196.15703,373.98031,461.18419,23850.41515,76.44,69.5
22/10/2018,6413.52,2755.88,139.40329,200.66389,382.13951,463.38569,24331.28716,79.83,69.04
21/10/2018,6438.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19/10/2018,6384.37,2767.78,140.6194,200.37421,368.05371,467.29575,24564.16568,79.78,70.08
18/10/2018,6392.22,2768.78,140.10559,201.9984,358.38724,#N/A,24731.28881,79.29,70.05
17/10/2018,6437.85,2809.21,141.53212,203.39377,369.77467,474.03968,24988.15937,80.05,69.86
16/10/2018,6460.39,2809.92,142.80765,201.02737,368.39798,479.96833,25252.93357,81.41,70.1
15/10/2018,6390.7,2750.79,140.67494,199.20662,371.27338,472.87215,24741.57951,80.78,70.45
14/10/2018,6217.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/10/2018,6214.23,2767.13,140.17582,202.64899,376.6018,471.50723,24963.36817,80.43,69.28
11/10/2018,6204.33,2728.37,140.66322,201.16527,374.96306,460.56417,24850.74723,80.26,69.97
10/10/2018,6534.38,2785.68,143.09145,208.55328,393.66246,468.30204,25416.85428,83.09,65.51
09/10/2018,6579.83,2880.34,144.62033,207.54678,393.05093,462.72472,25670.57976,85,64.88
08/10/2018,6623.01,2884.43,144.30364,#N/A,391.95319,465.83852,25685.28499,83.91,65.93
07/10/2018,6532.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05/10/2018,6539.04,2885.57,146.26754,209.29004,#N/A,463.39481,26080.66848,84.16,65.49
04/10/2018,6546.01,2901.61,147.40788,210.68207,#N/A,476.12753,26135.3987,84.58,65.93
03/10/2018,6438.41,2925.51,149.12594,210.83386,#N/A,489.63089,26367.67,86.29,66.15
02/10/2018,6524.3,2923.43,148.83696,213.42438,#N/A,#N/A,26305.81477,84.8,66.98
01/10/2018,6550.06,2924.59,149.81245,212.71942,#N/A,498.9569,26592.97724,84.98,65.14
30/09/2018,6561.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
28/09/2018,6643.42,2913.98,150.11154,212.51137,410.73066,499.34376,26484.44157,82.72,65.18
27/09/2018,6694.08,2914,152.13339,209.7738,405.17467,500.43632,26692.25252,81.72,64.59
26/09/2018,6497.72,2905.97,152.55024,212.83909,407.58785,503.53264,26933.23699,81.34,65.02
25/09/2018,6386.6,2915.56,152.36122,212.0108,404.71165,503.9989,26945.16991,81.87,66.71
24/09/2018,6626.29,2919.37,151.55814,#N/A,#N/A,498.35305,26888.54307,81.2,66.29
23/09/2018,6676.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
21/09/2018,6708.69,2929.67,152.12771,212.00755,407.64809,509.60094,26938.36799,78.8,66.03
20/09/2018,6377.21,2930.75,151.59342,210.46253,398.18564,#N/A,27220.14387,78.7,66.79
19/09/2018,6423.81,2907.95,149.54988,210.96622,398.2863,514.62188,26982.69229,79.4,66.69
18/09/2018,6317.7,2904.31,148.69457,208.46053,392.56012,512.74511,26869.89182,79.03,65.4
17/09/2018,6216.01,2888.8,148.98669,#N/A,385.58577,518.80367,26810.6598,78.05,64.95
16/09/2018,6500.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14/09/2018,6535.01,2904.98,148.07109,206.1656,390.18202,529.4411,26637.37485,78.09,63.36
13/09/2018,6467.47,2904.18,148.09953,204.01681,391.6009,#N/A,26537.34835,78.18,63.74
12/09/2018,6305.47,2888.92,147.60097,203.07798,386.52318,524.10295,26614.93413,79.74,64.06
11/09/2018,6253.25,2887.89,146.40998,203.05223,387.08365,515.40336,26308.50449,79.06,61.92
10/09/2018,6301.63,2877.13,146.66761,201.32358,388.99032,522.48788,26396.53251,77.37,61.92
09/09/2018,6386.93,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07/09/2018,6446.93,2871.68,145.52721,200.9464,393.97886,533.22897,26126.98381,76.83,63.04
06/09/2018,6440.22,2878.05,146.19321,203.06971,393.61709,531.37154,26236.69432,76.5,62.91
05/09/2018,6949.01,2888.6,147.01832,202.53682,395.55018,531.37532,26307.24284,77.27,63.07
04/09/2018,7361.57,2896.72,148.13449,203.74237,401.42146,534.69424,26413.18329,78.17,63.43
03/09/2018,7298.59,#N/A,149.6373,204.38686,398.42051,538.2862,26658.32439,78.15,#N/A
02/09/2018,7280.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
31/08/2018,7044.6,2901.52,149.19936,205.84399,398.5041,545.33366,26810.8751,77.42,66.24
30/08/2018,6916.68,2901.13,151.29259,205.58702,399.75134,545.02694,26917.89758,77.77,66.4
29/08/2018,7042.05,2914.04,152.39079,204.47664,405.15201,548.98887,26968.31244,77.14,67.6
28/08/2018,7083.46,2897.52,152.12893,205.37874,407.81893,554.87347,26870.50051,75.95,67.45
27/08/2018,6719.04,2896.74,151.78107,205.30968,407.42788,553.28677,#N/A,76.21,68.79
26/08/2018,6678.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24/08/2018,6611.44,2874.69,150.16581,203.23505,399.95179,547.94156,26590.53099,75.82,67.68
23/08/2018,6418.67,2856.98,149.19157,201.42747,394.51869,546.31781,26482.79981,74.73,65.3
22/08/2018,6331.13,2861.82,149.91839,202.32109,396.40888,#N/A,26647.40325,74.78,67.42
21/08/2018,6451.86,2862.96,149.58617,201.17456,398.87159,548.44595,26585.93939,72.63,66.78
20/08/2018,6455.22,2857.05,147.96354,201.24195,393.45416,548.20981,26253.18151,72.21,66.11
19/08/2018,6536.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
17/08/2018,6480.85,2850.13,146.47924,201.72446,388.06648,541.91903,26023.62584,71.83,65.92
16/08/2018,6255.1,2840.69,146.01808,200.07248,393.04798,537.70519,25999.34756,71.43,64.27
15/08/2018,6374.87,2818.37,145.09555,200.52578,392.69453,#N/A,25806.8445,70.76,66.06
14/08/2018,6074.26,2839.96,147.0843,201.24296,403.25464,540.37617,26074.05789,72.46,70.69
13/08/2018,6277.69,2821.93,147.74304,197.42959,403.77297,536.63435,26225.03521,72.61,71.62
12/08/2018,6339.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10/08/2018,6191.24,2833.28,148.21574,201.39162,407.59248,547.91623,26348.93201,72.81,73.87
09/08/2018,6507.67,2853.58,151.89816,203.5891,409.30132,552.94582,26733.89923,72.07,74.46
08/08/2018,6316.9,2857.7,152.3227,204.05794,401.06842,551.81978,26754.66138,72.28,74.39
07/08/2018,6877.76,2858.45,152.59889,203.74665,406.46008,548.81213,26774.9538,74.65,74.16
06/08/2018,6919.84,2850.4,151.45445,202.00431,394.48137,547.6562,26713.54953,73.75,75.2
05/08/2018,7049.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03/08/2018,7388.58,2840.35,152.08408,202.50993,400.12308,547.90757,26867.19966,73.21,76.09
02/08/2018,7546.53,2827.22,151.24728,201.68903,404.51628,542.00321,26783.5275,73.45,75.39
01/08/2018,7482.23,2813.36,153.26688,203.67747,413.5179,549.20404,27287.36835,72.39,75.87
31/07/2018,7689.43,2816.29,154.50167,201.73274,421.61749,549.35564,27406.37995,74.25,77.3
30/07/2018,8146.16,2802.6,154.30698,203.21651,420.95958,546.38241,27431.93268,74.97,76.68
29/07/2018,8193.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
27/07/2018,8225.12,2818.82,153.99717,204.89626,421.73768,544.0905,27365.44102,74.29,76.79
26/07/2018,8138.47,2837.44,153.44158,203.30216,424.30588,538.46044,27269.18493,74.54,76.96
25/07/2018,8176.35,2846.07,152.45626,203.7687,428.91812,536.52942,27293.05936,73.93,79.29
24/07/2018,8227.05,2820.4,152.90979,202.28684,427.80441,534.69287,27396.50061,73.44,78.83
23/07/2018,7702.88,2806.98,151.83781,200.99605,420.60748,532.52794,27221.66003,73.06,78.11
22/07/2018,7523.48,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20/07/2018,7351.07,2801.83,152.23691,203.22213,417.61074,530.86787,27452.39959,73.07,79.57
19/07/2018,7418.83,2804.49,151.1604,201.70725,407.39769,526.59512,27158.40084,72.58,79
18/07/2018,7336.6,2815.62,152.06454,202.07615,411.17263,531.46464,27407.46362,72.9,80.17
17/07/2018,7314,2809.55,151.20587,201.09294,417.9364,533.8395,27410.23889,72.16,80.03
16/07/2018,6661.85,2798.43,151.51509,#N/A,421.41518,530.09216,27519.12765,71.84,80.14
15/07/2018,6372.23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13/07/2018,6185.23,2801.31,151.60207,200.97252,420.7499,533.6422,27508.7007,75.33,80.43
12/07/2018,6172.95,2798.29,151.41683,197.33155,426.63224,535.11581,27470.85594,74.45,81.11
11/07/2018,6354.19,2774.02,150.4985,196.01582,416.38251,527.23603,27291.14517,73.4,80.98
10/07/2018,6387.83,2793.84,152.87536,199.48674,423.87459,527.85883,27630.40216,78.86,83.54
09/07/2018,6695.86,2784.17,152.39736,198.99098,425.2946,523.42153,27517.24506,78.07,83.28
08/07/2018,6743,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06/07/2018,6570.76,2759.82,151.4723,197.23128,413.55869,518.55871,27348.16618,77.11,83.75
05/07/2018,6507.68,2736.61,150.55256,194.76625,411.33894,516.88413,27265.2052,77.39,83.71
04/07/2018,6686.23,#N/A,149.51879,196.56988,415.63744,516.71233,27308.81397,78.24,#N/A
03/07/2018,6613.86,2713.22,149.20202,197.06504,420.23101,515.84861,27207.82865,77.76,82.87
02/07/2018,6620.01,2726.71,147.36176,196.78753,414.57781,513.01149,27043.13066,77.3,81.11
01/07/2018,6348.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29/06/2018,5899.64,2718.37,149.55832,201.34058,429.87032,517.3199,27484.38182,79.44,81.59
28/06/2018,6044.92,2716.31,147.24252,201.83424,420.47314,509.04606,27085.90752,77.85,79.83
27/06/2018,6124.96,2699.63,148.36595,201.82845,427.15149,511.3786,27391.28437,77.62,79.93
26/06/2018,6181.64,2723.06,148.17726,203.10909,432.34204,519.37277,27457.63739,76.31,80.48
25/06/2018,6250.81,2717.07,148.47718,203.90826,435.82788,520.81859,27559.34557,74.73,80.52
24/06/2018,6189.28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22/06/2018,6070.19,2754.88,151.11987,204.79154,443.73196,525.833,27844.40722,75.55,82
21/06/2018,6719.47,2749.76,148.92953,206.37541,442.03108,522.27039,27461.84544,73.05,80.89
20/06/2018,6748.89,2767.32,150.02042,204.67722,449.36211,522.24029,27614.45105,74.74,81.25
19/06/2018,6695.44,2762.59,149.40214,202.62374,449.2857,518.10739,27446.97299,75.08,81.67
18/06/2018,6727.55,2773.75,150.89332,205.32618,#N/A,521.93957,27805.57036,75.34,82.38
17/06/2018,6491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
15/06/2018,6497.97,2779.66,152.14027,206.63487,470.49589,522.35706,27903.73277,73.44,82.58
14/06/2018,6658.78,2782.49,154.03881,205.89107,475.87307,525.41207,28360.9466,75.94,84.67
13/06/2018,6260.96,2775.63,154.20352,208.0288,475.69815,529.92045,28422.31978,76.74,83.79
12/06/2018,6531.39,2786.85,153.73806,207.49456,481.71583,528.71933,28453.17678,75.88,83.82
